"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","2007",3,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","2007",3,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","2007",3,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2007",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): K. Real estate, renting and business activities","2007",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","2007",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","2006",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","2006",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","2006",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): E. Electricity, gas and water supply","2006",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","2005",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): X - Not elsewhere classified","2005",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","2005",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): X - Not elsewhere classified","2005",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","2005",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): X - Not elsewhere classified","2005",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","2004",3,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): X - Not elsewhere classified","2004",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","2004",3,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): X - Not elsewhere classified","2004",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","2004",3,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): E. Electricity, gas and water supply","2004",2,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): X - Not elsewhere classified","2004",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1996",9,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): X - Not elsewhere classified","1996",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1996",9,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): X - Not elsewhere classified","1996",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1996",9,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): E. Electricity, gas and water supply","1996",2,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1996",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): J. Financial intermediation","1996",2,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1996",3,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): X - Not elsewhere classified","1996",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1995",17,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): X - Not elsewhere classified","1995",7,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1995",17,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Manufacturing","1995",2,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): X - Not elsewhere classified","1995",7,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1995",17,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): D. Manufacturing","1995",2,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): J. Financial intermediation","1995",8,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): X - Not elsewhere classified","1995",7,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1994",4,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1994",4,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1994",4,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): H. Hotels and restaurants","1994",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): I. Transport, storage and communications","1994",2,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1994",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1993",2,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1993",2,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1993",2,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1993",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1993",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1992",4,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1992",4,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Construction","1992",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1992",4,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): E. Electricity, gas and water supply","1992",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): F. Construction","1992",1,,,,
"Aruba","ADM - Other Administrative records and related sources","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1992",2,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1997",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1997",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1996",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1996",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1995",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1995",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1994",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1994",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1993",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1993",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1992",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1992",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1991",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1991",0,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1990",1,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1990",1,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Construction","1990",1,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1989",1,,,,
"Anguilla","Other - Other Official Sources","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1989",1,,,,
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","2000",24,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","2000",24,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","2000",24,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): E. Electricity, gas and water supply","2000",3,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): I. Transport, storage and communications","2000",4,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): L. Public administration and defence; compulsory social security","2000",11,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","2000",5,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): O. Other community, social and personal service activities","2000",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1999",36,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Services","1999",32,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1999",36,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Construction","1999",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","1999",6,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","1999",26,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1999",36,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): E. Electricity, gas and water supply","1999",3,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): F. Construction","1999",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1999",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): I. Transport, storage and communications","1999",3,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): J. Financial intermediation","1999",2,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): L. Public administration and defence; compulsory social security","1999",11,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): M. Education","1999",3,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1999",10,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): O. Other community, social and personal service activities","1999",2,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1998",25,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Services","1998",19,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1998",25,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Manufacturing","1998",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","1998",19,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1998",25,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): D. Manufacturing","1998",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1998",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): I. Transport, storage and communications","1998",4,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): L. Public administration and defence; compulsory social security","1998",7,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): M. Education","1998",2,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1998",9,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): O. Other community, social and personal service activities","1998",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1997",33,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1997",33,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","1997",2,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1997",33,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): C. Mining and quarrying","1997",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): E. Electricity, gas and water supply","1997",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): I. Transport, storage and communications","1997",5,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): L. Public administration and defence; compulsory social security","1997",13,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1997",10,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): O. Other community, social and personal service activities","1997",3,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1996",31,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1996",31,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Manufacturing","1996",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1996",31,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): D. Manufacturing","1996",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): I. Transport, storage and communications","1996",10,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): L. Public administration and defence; compulsory social security","1996",12,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1996",5,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Q. Extraterritorial organizations and bodies","1996",3,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1995",32,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1995",32,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Manufacturing","1995",2,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Construction","1995",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1995",32,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): D. Manufacturing","1995",2,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): E. Electricity, gas and water supply","1995",4,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): F. Construction","1995",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): I. Transport, storage and communications","1995",6,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): M. Education","1995",1,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1995",3,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): O. Other community, social and personal service activities","1995",13,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Q. Extraterritorial organizations and bodies","1995",2,,,,"Geographical coverage: Main city or metropolitan area"
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1994",33,,,,
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Total","1994",33,,,,
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Aggregate): Manufacturing","1994",1,,,,
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): Total","1994",33,,,,
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): D. Manufacturing","1994",1,,,,
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): I. Transport, storage and communications","1994",3,,,,
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): N. Health and social work","1994",11,,,,
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (ISIC-Rev.3.1): O. Other community, social and personal service activities","1994",18,,,,
"Netherlands Antilles","ADM - Other Administrative records and related sources, Strikes and Lockouts","Number of strikes and lockouts by economic activity","Economic activity (Broad sector): Total","1993",39,,,,
